time,verdict,persons,helmet_ratio,conf,box,head,detector,held,image
2026-09-06 10:34:13,미착용,1,-0.799,0.91,16-146-408-479,box,yolo,,/root/vibe/ex1/logs/helmet_0906_093348/103413_bad.jpg
2026-09-06 10:34:27,미착용,1,-0.788,0.81,190-188-640-479,box,yolo,,/root/vibe/ex1/logs/helmet_0906_093348/103427_bad.jpg
